m,TagName,
"2012-10-01 00:00:00","r","1266"
"2012-10-01 00:00:00","ruby","2262"
"2012-11-01 00:00:00","java","13630"
"2012-11-01 00:00:00","assembly","303"
"2012-11-01 00:00:00","c++","6278"
"2012-11-01 00:00:00","c#","12242"
"2012-11-01 00:00:00","c","3198"
"2012-11-01 00:00:00","delphi","444"
"2012-11-01 00:00:00","javascript","12358"
"2012-11-01 00:00:00","go","104"
"2012-11-01 00:00:00","r","1346"
"2012-11-01 00:00:00","perl","636"
"2012-11-01 00:00:00","ruby","2133"
"2012-11-01 00:00:00","php","11822"
"2012-11-01 00:00:00","python","6398"
"2012-11-01 00:00:00","swift","3"
"2012-12-01 00:00:00","java","12440"
"2012-12-01 00:00:00","delphi","429"
"2012-12-01 00:00:00","assembly","264"
"2012-12-01 00:00:00","c#","10961"
"2012-12-01 00:00:00","c","2570"
"2012-12-01 00:00:00","python","5764"
"2012-12-01 00:00:00","go","113"
"2012-12-01 00:00:00","c++","5688"
"2012-12-01 00:00:00","javascript","11744"
"2012-12-01 00:00:00","ruby","1905"
"2012-12-01 00:00:00","php","11100"
"2012-12-01 00:00:00","swift","3"
"2012-12-01 00:00:00","perl","552"
"2012-12-01 00:00:00","r","1216"
"2013-01-01 00:00:00","java","13733"
"2013-01-01 00:00:00","c#","12771"
"2013-01-01 00:00:00","c","2908"
"2013-01-01 00:00:00","c++","6046"
"2013-01-01 00:00:00","assembly","294"
"2013-01-01 00:00:00","delphi","482"
"2013-01-01 00:00:00","go","101"
"2013-01-01 00:00:00","python","6579"
"2013-01-01 00:00:00","perl","662"
"2013-01-01 00:00:00","javascript","13796"
"2013-01-01 00:00:00","r","1509"
"2013-01-01 00:00:00","swift","5"
"2013-01-01 00:00:00","php","12904"
"2013-01-01 00:00:00","ruby","2308"
"2013-02-01 00:00:00","php","12584"
"2013-02-01 00:00:00","assembly","324"
"2013-02-01 00:00:00","c#","12490"
"2013-02-01 00:00:00","go","117"
"2013-02-01 00:00:00","c++","6069"
"2013-02-01 00:00:00","delphi","449"
"2013-02-01 00:00:00","python","6730"
"2013-02-01 00:00:00","c","3095"
"2013-02-01 00:00:00","javascript","13633"
"2013-02-01 00:00:00","perl","749"
"2013-02-01 00:00:00","ruby","2223"
"2013-02-01 00:00:00","java","13715"
"2013-02-01 00:00:00","swift","6"
"2013-02-01 00:00:00","r","1659"
"2013-03-01 00:00:00","delphi","523"
"2013-03-01 00:00:00","assembly","365"
"2013-03-01 00:00:00","go","127"
"2013-03-01 00:00:00","java","15935"
"2013-03-01 00:00:00","c#","14244"
"2013-03-01 00:00:00","c","3443"
"2013-03-01 00:00:00","ruby","2562"
"2013-03-01 00:00:00","c++","7188"
"2013-03-01 00:00:00","php","14178"
"2013-03-01 00:00:00","perl","853"
"2013-03-01 00:00:00","swift","5"
"2013-03-01 00:00:00","javascript","15309"
"2013-03-01 00:00:00","python","7636"
"2013-03-01 00:00:00","r","1850"
"2013-04-01 00:00:00","c#","13899"
"2013-04-01 00:00:00","go","125"
"2013-04-01 00:00:00","python","7942"
"2013-04-01 00:00:00","c++","7142"
"2013-04-01 00:00:00","java","16251"
"2013-04-01 00:00:00","assembly","332"
"2013-04-01 00:00:00","c","3533"
"2013-04-01 00:00:00","perl","840"
"2013-04-01 00:00:00","javascript","15346"
"2013-04-01 00:00:00","delphi","512"
"2013-04-01 00:00:00","ruby","2464"
"2013-04-01 00:00:00","r","1840"
"2013-04-01 00:00:00","swift","6"
"2013-04-01 00:00:00","php","13470"
"2013-05-01 00:00:00","javascript","15078"
"2013-05-01 00:00:00","java","15323"
"2013-05-01 00:00:00","c#","13495"
"2013-05-01 00:00:00","c","3200"
"2013-05-01 00:00:00","php","13179"
"2013-05-01 00:00:00","assembly","301"
"2013-05-01 00:00:00","c++","6848"
"2013-05-01 00:00:00","go","143"
"2013-05-01 00:00:00","ruby","2345"
"2013-05-01 00:00:00","python","7822"
"2013-05-01 00:00:00","swift","2"
"2013-05-01 00:00:00","delphi","536"
"2013-05-01 00:00:00","perl","905"
"2013-05-01 00:00:00","r","1783"
"2013-06-01 00:00:00","delphi","474"
"2013-06-01 00:00:00","java","13977"
"2013-06-01 00:00:00","assembly","298"
"2013-06-01 00:00:00","c#","12820"
"2013-06-01 00:00:00","c","2949"
"2013-06-01 00:00:00","c++","6203"
"2013-06-01 00:00:00","perl","828"
"2013-06-01 00:00:00","python","7605"
"2013-06-01 00:00:00","go","176"
"2013-06-01 00:00:00","javascript","14649"
"2013-06-01 00:00:00","php","12805"
"2013-06-01 00:00:00","ruby","2226"
"2013-06-01 00:00:00","r","1779"
"2013-06-01 00:00:00","swift","3"
"2013-07-01 00:00:00","c++","6588"
"2013-07-01 00:00:00","assembly","299"
"2013-07-01 00:00:00","go","200"
"2013-07-01 00:00:00","c#","14213"
"2013-07-01 00:00:00","php","14429"
"2013-07-01 00:00:00","delphi","508"
"2013-07-01 00:00:00","c","3029"
"2013-07-01 00:00:00","python","8636"
"2013-07-01 00:00:00","javascript","16878"
"2013-07-01 00:00:00","perl","957"
"2013-07-01 00:00:00","java","15249"
"2013-07-01 00:00:00","ruby","2448"
"2013-07-01 00:00:00","r","1976"
"2013-07-01 00:00:00","swift","7"
"2013-08-01 00:00:00","javascript","16890"
"2013-08-01 00:00:00","assembly","213"
"2013-08-01 00:00:00","c","3014"
"2013-08-01 00:00:00","c#","13882"
"2013-08-01 00:00:00","java","15108"
"2013-08-01 00:00:00","php","14428"
"2013-08-01 00:00:00","c++","6264"
"2013-08-01 00:00:00","delphi","450"
"2013-08-01 00:00:00","perl","838"
"2013-08-01 00:00:00","python","7952"
"2013-08-01 00:00:00","r","1926"
"2013-08-01 00:00:00","go","208"
"2013-08-01 00:00:00","ruby","2488"
"2013-08-01 00:00:00","swift","3"
"2013-09-01 00:00:00","java","16321"
"2013-09-01 00:00:00","delphi","487"
"2013-09-01 00:00:00","assembly","292"
"2013-09-01 00:00:00","php","14350"
"2013-09-01 00:00:00","c++","6575"
"2013-09-01 00:00:00","c#","13792"
"2013-09-01 00:00:00","c","3403"
"2013-09-01 00:00:00","go","237"
"2013-09-01 00:00:00","javascript","17773"
"2013-09-01 00:00:00","ruby","2396"
"2013-09-01 00:00:00","perl","688"
"2013-09-01 00:00:00","swift","10"
"2013-09-01 00:00:00","python","7982"
"2013-09-01 00:00:00","r","1717"
"2013-10-01 00:00:00","assembly","380"
"2013-10-01 00:00:00","c++","7992"
"2013-10-01 00:00:00","java","18789"
"2013-10-01 00:00:00","c#","15233"
"2013-10-01 00:00:00","delphi","523"
"2013-10-01 00:00:00","javascript","19815"
"2013-10-01 00:00:00","c","4245"
"2013-10-01 00:00:00","go","212"
"2013-10-01 00:00:00","perl","816"
"2013-10-01 00:00:00","ruby","2791"
"2013-10-01 00:00:00","r","2098"
"2013-10-01 00:00:00","swift","9"
"2013-10-01 00:00:00","php","15438"
"2013-10-01 00:00:00","python","9520"
"2013-11-01 00:00:00","java","18833"
"2013-11-01 00:00:00","c#","14637"
"2013-11-01 00:00:00","go","209"
"2013-11-01 00:00:00","javascript","18575"
"2013-11-01 00:00:00","assembly","420"
"2013-11-01 00:00:00","c++","8162"
"2013-11-01 00:00:00","c","4300"
"2013-11-01 00:00:00","php","15023"
"2013-11-01 00:00:00","python","9519"
"2013-11-01 00:00:00","ruby","2578"
"2013-11-01 00:00:00","perl","823"
"2013-11-01 00:00:00","swift","5"
"2013-11-01 00:00:00","delphi","462"
"2013-11-01 00:00:00","r","2190"
"2013-12-01 00:00:00","assembly","358"
"2013-12-01 00:00:00","delphi","450"
"2013-12-01 00:00:00","c++","7034"
"2013-12-01 00:00:00","c","3507"
"2013-12-01 00:00:00","java","17526"
"2013-12-01 00:00:00","c#","13658"
"2013-12-01 00:00:00","python","8485"
"2013-12-01 00:00:00","go","240"
"2013-12-01 00:00:00","perl","764"
"2013-12-01 00:00:00","javascript","18101"
"2013-12-01 00:00:00","swift","10"
"2013-12-01 00:00:00","r","1910"
"2013-12-01 00:00:00","ruby","2452"
"2013-12-01 00:00:00","php","14552"
"2014-01-01 00:00:00","php","16941"
"2014-01-01 00:00:00","c#","15375"
"2014-01-01 00:00:00","go","303"
"2014-01-01 00:00:00","assembly","340"
"2014-01-01 00:00:00","c++","7710"
"2014-01-01 00:00:00","python","9858"
"2014-01-01 00:00:00","c","3741"
"2014-01-01 00:00:00","delphi","493"
"2014-01-01 00:00:00","javascript","21193"
"2014-01-01 00:00:00","perl","812"
"2014-01-01 00:00:00","java","18745"
"2014-01-01 00:00:00","ruby","2773"
"2014-01-01 00:00:00","r","2356"
"2014-01-01 00:00:00","swift","5"
"2014-02-01 00:00:00","javascript","21235"
"2014-02-01 00:00:00","assembly","376"
"2014-02-01 00:00:00","c","3980"
"2014-02-01 00:00:00","c#","15153"
"2014-02-01 00:00:00","java","19359"
"2014-02-01 00:00:00","php","16687"
"2014-02-01 00:00:00","c++","7703"
"2014-02-01 00:00:00","delphi","492"
"2014-02-01 00:00:00","perl","797"
"2014-02-01 00:00:00","python","9928"
"2014-02-01 00:00:00","r","2621"
"2014-02-01 00:00:00","go","205"
"2014-02-01 00:00:00","ruby","2615"
"2014-02-01 00:00:00","swift","12"
"2014-03-01 00:00:00","assembly","453"
"2014-03-01 00:00:00","c#","16219"
"2014-03-01 00:00:00","python","11443"
"2014-03-01 00:00:00","c++","8688"
"2014-03-01 00:00:00","go","255"
"2014-03-01 00:00:00","java","22041"
"2014-03-01 00:00:00","delphi","441"
"2014-03-01 00:00:00","c","4573"
"2014-03-01 00:00:00","perl","909"
"2014-03-01 00:00:00","javascript","22723"
"2014-03-01 00:00:00","php","18468"
"2014-03-01 00:00:00","ruby","2953"
"2014-03-01 00:00:00","r","2816"
"2014-03-01 00:00:00","swift","4"
"2014-04-01 00:00:00","c","4023"
"2014-04-01 00:00:00","perl","822"
"2014-04-01 00:00:00","c#","15371"
"2014-04-01 00:00:00","delphi","391"
"2014-04-01 00:00:00","java","20981"
"2014-04-01 00:00:00","assembly","367"
"2014-04-01 00:00:00","javascript","21532"
"2014-04-01 00:00:00","go","342"
"2014-04-01 00:00:00","r","2741"
"2014-04-01 00:00:00","php","17851"
"2014-04-01 00:00:00","c++","8149"
"2014-04-01 00:00:00","python","10799"
"2014-04-01 00:00:00","swift","5"
"2014-04-01 00:00:00","ruby","2750"
"2014-05-01 00:00:00","java","18038"
"2014-05-01 00:00:00","delphi","474"
"2014-05-01 00:00:00","c","3274"
"2014-05-01 00:00:00","python","9285"
"2014-05-01 00:00:00","c++","6809"
"2014-05-01 00:00:00","c#","13945"
"2014-05-01 00:00:00","assembly","332"
"2014-05-01 00:00:00","ruby","2682"
"2014-05-01 00:00:00","javascript","19884"
"2014-05-01 00:00:00","go","280"
"2014-05-01 00:00:00","swift","9"
"2014-05-01 00:00:00","perl","797"
"2014-05-01 00:00:00","r","2587"
"2014-05-01 00:00:00","php","14906"
"2014-06-01 00:00:00","java","15969"
"2014-06-01 00:00:00","delphi","414"
"2014-06-01 00:00:00","javascript","18378"
"2014-06-01 00:00:00","python","8939"
"2014-06-01 00:00:00","assembly","271"
"2014-06-01 00:00:00","c#","12551"
"2014-06-01 00:00:00","c","2778"
"2014-06-01 00:00:00","c++","5688"
"2014-06-01 00:00:00","perl","679"
"2014-06-01 00:00:00","php","13143"
"2014-06-01 00:00:00","r","2402"
"2014-06-01 00:00:00","ruby","2341"
"2014-06-01 00:00:00","go","288"
"2014-06-01 00:00:00","swift","2412"
"2014-07-01 00:00:00","javascript","20202"
"2014-07-01 00:00:00","c++","6288"
"2014-07-01 00:00:00","c#","13724"
"2014-07-01 00:00:00","assembly","217"
"2014-07-01 00:00:00","java","17429"
"2014-07-01 00:00:00","c","2843"
"2014-07-01 00:00:00","delphi","446"
"2014-07-01 00:00:00","php","14393"
"2014-07-01 00:00:00","go","454"
"2014-07-01 00:00:00","perl","733"
"2014-07-01 00:00:00","python","9945"
"2014-07-01 00:00:00","r","2642"
"2014-07-01 00:00:00","ruby","2565"
"2014-07-01 00:00:00","swift","1645"
"2014-08-01 00:00:00","delphi","424"
"2014-08-01 00:00:00","java","15791"
"2014-08-01 00:00:00","assembly","183"
"2014-08-01 00:00:00","c#","12536"
"2014-08-01 00:00:00","c","2684"
"2014-08-01 00:00:00","c++","5893"
"2014-08-01 00:00:00","perl","683"
"2014-08-01 00:00:00","go","405"
"2014-08-01 00:00:00","python","9134"
"2014-08-01 00:00:00","javascript","18528"
"2014-08-01 00:00:00","r","2481"
"2014-08-01 00:00:00","php","13298"
"2014-08-01 00:00:00","swift","1702"
"2014-08-01 00:00:00","ruby","2475"
"2014-09-01 00:00:00","c#","12354"
"2014-09-01 00:00:00","assembly","286"
"2014-09-01 00:00:00","c++","6214"
"2014-09-01 00:00:00","python","8794"
"2014-09-01 00:00:00","java","16757"
"2014-09-01 00:00:00","go","392"
"2014-09-01 00:00:00","c","3238"
"2014-09-01 00:00:00","delphi","447"
"2014-09-01 00:00:00","javascript","18183"
"2014-09-01 00:00:00","perl","680"
"2014-09-01 00:00:00","ruby","2281"
"2014-09-01 00:00:00","php","13458"
"2014-09-01 00:00:00","swift","1906"
"2014-09-01 00:00:00","r","2369"
"2014-10-01 00:00:00","c#","12589"
"2014-10-01 00:00:00","javascript","18961"
"2014-10-01 00:00:00","java","17950"
"2014-10-01 00:00:00","go","383"
"2014-10-01 00:00:00","c++","6851"
"2014-10-01 00:00:00","php","13705"
"2014-10-01 00:00:00","assembly","391"
"2014-10-01 00:00:00","c","3812"
"2014-10-01 00:00:00","ruby","2345"
"2014-10-01 00:00:00","perl","639"
"2014-10-01 00:00:00","python","9592"
"2014-10-01 00:00:00","delphi","410"
"2014-10-01 00:00:00","swift","2467"
"2014-10-01 00:00:00","r","2782"
"2014-11-01 00:00:00","java","17906"
"2014-11-01 00:00:00","delphi","429"
"2014-11-01 00:00:00","assembly","388"
"2014-11-01 00:00:00","c#","11906"
"2014-11-01 00:00:00","c++","6579"
"2014-11-01 00:00:00","python","9592"
"2014-11-01 00:00:00","c","3683"
"2014-11-01 00:00:00","ruby","2119"
"2014-11-01 00:00:00","javascript","18037"
"2014-11-01 00:00:00","perl","656"
"2014-11-01 00:00:00","swift","2567"
"2014-11-01 00:00:00","go","336"
"2014-11-01 00:00:00","php","13136"
"2014-11-01 00:00:00","r","2711"
"2014-12-01 00:00:00","c++","6094"
"2014-12-01 00:00:00","assembly","329"
"2014-12-01 00:00:00","c#","11117"
"2014-12-01 00:00:00","go","350"
"2014-12-01 00:00:00","php","12440"
"2014-12-01 00:00:00","delphi","314"
"2014-12-01 00:00:00","python","9057"
"2014-12-01 00:00:00","c","3160"
"2014-12-01 00:00:00","javascript","17046"
"2014-12-01 00:00:00","perl","567"
"2014-12-01 00:00:00","ruby","2151"
"2014-12-01 00:00:00","java","16433"
"2014-12-01 00:00:00","swift","2497"
"2014-12-01 00:00:00","r","2363"
"2015-01-01 00:00:00","javascript","18581"
"2015-01-01 00:00:00","c","3218"
"2015-01-01 00:00:00","c#","11783"
"2015-01-01 00:00:00","assembly","333"
"2015-01-01 00:00:00","java","16579"
"2015-01-01 00:00:00","c++","6144"
"2015-01-01 00:00:00","delphi","380"
"2015-01-01 00:00:00","php","13718"
"2015-01-01 00:00:00","go","469"
"2015-01-01 00:00:00","perl","590"
"2015-01-01 00:00:00","python","9705"
"2015-01-01 00:00:00","r","2694"
"2015-01-01 00:00:00","ruby","2434"
"2015-01-01 00:00:00","swift","3062"
"2015-02-01 00:00:00","delphi","416"
"2015-02-01 00:00:00","java","16805"
"2015-02-01 00:00:00","assembly","359"
"2015-02-01 00:00:00","php","13613"
"2015-02-01 00:00:00","c","3374"
"2015-02-01 00:00:00","c++","6490"
"2015-02-01 00:00:00","perl","566"
"2015-02-01 00:00:00","c#","11824"
"2015-02-01 00:00:00","python","10225"
"2015-02-01 00:00:00","javascript","18730"
"2015-02-01 00:00:00","r","2977"
"2015-02-01 00:00:00","go","384"
"2015-02-01 00:00:00","ruby","2258"
"2015-02-01 00:00:00","swift","3244"
"2015-03-01 00:00:00","assembly","389"
"2015-03-01 00:00:00","javascript","20600"
"2015-03-01 00:00:00","c","3922"
"2015-03-01 00:00:00","delphi","411"
"2015-03-01 00:00:00","perl","642"
"2015-03-01 00:00:00","c#","13295"
"2015-03-01 00:00:00","java","19831"
"2015-03-01 00:00:00","go","469"
"2015-03-01 00:00:00","php","15034"
"2015-03-01 00:00:00","python","11639"
"2015-03-01 00:00:00","r","3569"
"2015-03-01 00:00:00","c++","7406"
"2015-03-01 00:00:00","ruby","2466"
"2015-03-01 00:00:00","swift","3606"
"2015-04-01 00:00:00","php","15072"
"2015-04-01 00:00:00","java","19872"
"2015-04-01 00:00:00","c++","7162"
"2015-04-01 00:00:00","c","3957"
"2015-04-01 00:00:00","javascript","20964"
"2015-04-01 00:00:00","assembly","442"
"2015-04-01 00:00:00","c#","13123"
"2015-04-01 00:00:00","go","390"
"2015-04-01 00:00:00","python","11473"
"2015-04-01 00:00:00","perl","587"
"2015-04-01 00:00:00","ruby","2507"
"2015-04-01 00:00:00","delphi","391"
"2015-04-01 00:00:00","swift","4029"
"2015-04-01 00:00:00","r","3332"
"2015-05-01 00:00:00","java","18591"
"2015-05-01 00:00:00","delphi","400"
"2015-05-01 00:00:00","c++","6837"
"2015-05-01 00:00:00","javascript","22219"
"2015-05-01 00:00:00","assembly","372"
"2015-05-01 00:00:00","c#","13397"
"2015-05-01 00:00:00","python","11245"
"2015-05-01 00:00:00","c","3531"
"2015-05-01 00:00:00","r","3431"
"2015-05-01 00:00:00","php","14666"
"2015-05-01 00:00:00","ruby","2510"
"2015-05-01 00:00:00","go","396"
"2015-05-01 00:00:00","perl","536"
"2015-05-01 00:00:00","swift","3813"
"2015-06-01 00:00:00","delphi","388"
"2015-06-01 00:00:00","javascript","22679"
"2015-06-01 00:00:00","perl","593"
"2015-06-01 00:00:00","java","17899"
"2015-06-01 00:00:00","assembly","266"
"2015-06-01 00:00:00","c#","13570"
"2015-06-01 00:00:00","r","3437"
"2015-06-01 00:00:00","c","3174"
"2015-06-01 00:00:00","python","11831"
"2015-06-01 00:00:00","php","14463"
"2015-06-01 00:00:00","go","422"
"2015-06-01 00:00:00","c++","6532"
"2015-06-01 00:00:00","ruby","2581"
"2015-06-01 00:00:00","swift","4337"
"2015-07-01 00:00:00","delphi","385"
"2015-07-01 00:00:00","java","18741"
"2015-07-01 00:00:00","go","468"
"2015-07-01 00:00:00","assembly","260"
"2015-07-01 00:00:00","c#","14154"
"2015-07-01 00:00:00","c++","6722"
"2015-07-01 00:00:00","ruby","2586"
"2015-07-01 00:00:00","c","2819"
"2015-07-01 00:00:00","php","15474"
"2015-07-01 00:00:00","javascript","24048"
"2015-07-01 00:00:00","perl","591"
"2015-07-01 00:00:00","swift","5158"
"2015-07-01 00:00:00","python","12351"
"2015-07-01 00:00:00","r","3984"
"2015-08-01 00:00:00","c#","13261"
"2015-08-01 00:00:00","assembly","218"
"2015-08-01 00:00:00","python","11247"
"2015-08-01 00:00:00","c++","5888"
"2015-08-01 00:00:00","java","17131"
"2015-08-01 00:00:00","go","449"
"2015-08-01 00:00:00","c","2584"
"2015-08-01 00:00:00","delphi","388"
"2015-08-01 00:00:00","javascript","22201"
"2015-08-01 00:00:00","r","3496"
"2015-08-01 00:00:00","ruby","2320"
"2015-08-01 00:00:00","perl","567"
"2015-08-01 00:00:00","swift","5096"
"2015-08-01 00:00:00","php","14322"
"2015-09-01 00:00:00","c","3088"
"2015-09-01 00:00:00","delphi","359"
"2015-09-01 00:00:00","perl","485"
"2015-09-01 00:00:00","javascript","21446"
"2015-09-01 00:00:00","java","16985"
"2015-09-01 00:00:00","go","426"
"2015-09-01 00:00:00","assembly","257"
"2015-09-01 00:00:00","c#","12939"
"2015-09-01 00:00:00","r","3335"
"2015-09-01 00:00:00","python","10990"
"2015-09-01 00:00:00","php","13582"
"2015-09-01 00:00:00","c++","5922"
"2015-09-01 00:00:00","ruby","2165"
"2015-09-01 00:00:00","swift","4564"
"2015-10-01 00:00:00","delphi","422"
"2015-10-01 00:00:00","java","18585"
"2015-10-01 00:00:00","c","3682"
"2015-10-01 00:00:00","c#","12816"
"2015-10-01 00:00:00","assembly","432"
"2015-10-01 00:00:00","c++","7058"
"2015-10-01 00:00:00","go","429"
"2015-10-01 00:00:00","python","12519"
"2015-10-01 00:00:00","perl","516"
"2015-10-01 00:00:00","javascript","21861"
"2015-10-01 00:00:00","r","3685"
"2015-10-01 00:00:00","ruby","2196"
"2015-10-01 00:00:00","php","13981"
"2015-10-01 00:00:00","swift","4314"
"2015-11-01 00:00:00","java","17819"
"2015-11-01 00:00:00","javascript","21318"
"2015-11-01 00:00:00","python","12325"
"2015-11-01 00:00:00","delphi","391"
"2015-11-01 00:00:00","assembly","404"
"2015-11-01 00:00:00","c","3619"
"2015-11-01 00:00:00","c++","7102"
"2015-11-01 00:00:00","c#","12407"
"2015-11-01 00:00:00","perl","474"
"2015-11-01 00:00:00","php","13392"
"2015-11-01 00:00:00","ruby","1961"
"2015-11-01 00:00:00","go","435"
"2015-11-01 00:00:00","r","3543"
"2015-11-01 00:00:00","swift","4329"
"2015-12-01 00:00:00","java","16583"
"2015-12-01 00:00:00","c#","12173"
"2015-12-01 00:00:00","c++","6572"
"2015-12-01 00:00:00","assembly","352"
"2015-12-01 00:00:00","javascript","21130"
"2015-12-01 00:00:00","delphi","314"
"2015-12-01 00:00:00","c","3092"
"2015-12-01 00:00:00","php","13834"
"2015-12-01 00:00:00","perl","488"
"2015-12-01 00:00:00","go","426"
"2015-12-01 00:00:00","r","3183"
"2015-12-01 00:00:00","python","11672"
"2015-12-01 00:00:00","ruby","2031"
"2015-12-01 00:00:00","swift","4388"
"2016-01-01 00:00:00","assembly","248"
"2016-01-01 00:00:00","delphi","318"
"2016-01-01 00:00:00","java","16669"
"2016-01-01 00:00:00","c#","12387"
"2016-01-01 00:00:00","c","3052"
"2016-01-01 00:00:00","go","496"
"2016-01-01 00:00:00","c++","6109"
"2016-01-01 00:00:00","php","14640"
"2016-01-01 00:00:00","perl","459"
"2016-01-01 00:00:00","ruby","2147"
"2016-01-01 00:00:00","javascript","22552"
"2016-01-01 00:00:00","python","12375"
"2016-01-01 00:00:00","swift","4799"
"2016-01-01 00:00:00","r","3538"
"2016-02-01 00:00:00","c#","12766"
"2016-02-01 00:00:00","assembly","350"
"2016-02-01 00:00:00","python","13276"
"2016-02-01 00:00:00","c++","6572"
"2016-02-01 00:00:00","java","17883"
"2016-02-01 00:00:00","go","542"
"2016-02-01 00:00:00","c","3279"
"2016-02-01 00:00:00","delphi","356"
"2016-02-01 00:00:00","javascript","22517"
"2016-02-01 00:00:00","perl","507"
"2016-02-01 00:00:00","ruby","2250"
"2016-02-01 00:00:00","php","14986"
"2016-02-01 00:00:00","swift","4763"
"2016-02-01 00:00:00","r","3601"
"2016-03-01 00:00:00","delphi","340"
"2016-03-01 00:00:00","java","19950"
"2016-03-01 00:00:00","go","595"
"2016-03-01 00:00:00","c#","13645"
"2016-03-01 00:00:00","assembly","435"
"2016-03-01 00:00:00","c","3459"
"2016-03-01 00:00:00","r","4049"
"2016-03-01 00:00:00","python","14094"
"2016-03-01 00:00:00","perl","471"
"2016-03-01 00:00:00","javascript","24134"
"2016-03-01 00:00:00","php","15197"
"2016-03-01 00:00:00","c++","7039"
"2016-03-01 00:00:00","ruby","2264"
"2016-03-01 00:00:00","swift","5087"
"2016-04-01 00:00:00","assembly","412"
"2016-04-01 00:00:00","c#","13743"
"2016-04-01 00:00:00","python","13689"
"2016-04-01 00:00:00","c","3362"
"2016-04-01 00:00:00","java","19525"
"2016-04-01 00:00:00","delphi","323"
"2016-04-01 00:00:00","c++","6911"
"2016-04-01 00:00:00","go","603"
"2016-04-01 00:00:00","perl","497"
"2016-04-01 00:00:00","javascript","23490"
"2016-04-01 00:00:00","ruby","2214"
"2016-04-01 00:00:00","php","14528"
"2016-04-01 00:00:00","r","4131"
"2016-04-01 00:00:00","swift","4771"
"2016-05-01 00:00:00","javascript","23040"
"2016-05-01 00:00:00","c#","13535"
"2016-05-01 00:00:00","c","2725"
"2016-05-01 00:00:00","python","13142"
"2016-05-01 00:00:00","assembly","323"
"2016-05-01 00:00:00","delphi","337"
"2016-05-01 00:00:00","java","17072"
"2016-05-01 00:00:00","ruby","2131"
"2016-05-01 00:00:00","c++","6144"
"2016-05-01 00:00:00","php","14511"
"2016-05-01 00:00:00","r","3803"
"2016-05-01 00:00:00","go","581"
"2016-05-01 00:00:00","perl","495"
"2016-05-01 00:00:00","swift","4439"
"2016-06-01 00:00:00","java","15943"
"2016-06-01 00:00:00","delphi","281"
"2016-06-01 00:00:00","r","3865"
"2016-06-01 00:00:00","php","13701"
"2016-06-01 00:00:00","c","2305"
"2016-06-01 00:00:00","c#","13090"
"2016-06-01 00:00:00","assembly","288"
"2016-06-01 00:00:00","c++","5728"
"2016-06-01 00:00:00","javascript","22179"
"2016-06-01 00:00:00","go","550"
"2016-06-01 00:00:00","perl","444"
"2016-06-01 00:00:00","ruby","2113"
"2016-06-01 00:00:00","python","12934"
"2016-06-01 00:00:00","swift","4809"
"2016-07-01 00:00:00","c++","5481"
"2016-07-01 00:00:00","assembly","201"
"2016-07-01 00:00:00","c#","12037"
"2016-07-01 00:00:00","java","14967"
"2016-07-01 00:00:00","javascript","22229"
"2016-07-01 00:00:00","delphi","243"
"2016-07-01 00:00:00","go","538"
"2016-07-01 00:00:00","c","2351"
"2016-07-01 00:00:00","ruby","1905"
"2016-07-01 00:00:00","php","12968"
"2016-07-01 00:00:00","swift","4949"
"2016-07-01 00:00:00","perl","425"
"2016-07-01 00:00:00","python","12851"
"2016-07-01 00:00:00","r","3746"
"2016-08-01 00:00:00","python","12931"
"2016-08-01 00:00:00","java","15203"
"2016-08-01 00:00:00","assembly","259"
"2016-08-01 00:00:00","javascript","22702"
"2016-08-01 00:00:00","c","2219"
"2016-08-01 00:00:00","c#","12741"
"2016-08-01 00:00:00","perl","462"
"2016-08-01 00:00:00","ruby","1882"
"2016-08-01 00:00:00","delphi","338"
"2016-08-01 00:00:00","c++","5024"
"2016-08-01 00:00:00","php","12929"
"2016-08-01 00:00:00","swift","4915"
"2016-08-01 00:00:00","go","575"
"2016-08-01 00:00:00","r","3787"
"2016-09-01 00:00:00","delphi","288"
"2016-09-01 00:00:00","java","14703"
"2016-09-01 00:00:00","assembly","334"
"2016-09-01 00:00:00","c#","11126"
"2016-09-01 00:00:00","go","513"
"2016-09-01 00:00:00","c","2517"
"2016-09-01 00:00:00","php","12200"
"2016-09-01 00:00:00","python","12369"
"2016-09-01 00:00:00","perl","467"
"2016-09-01 00:00:00","javascript","20473"
"2016-09-01 00:00:00","r","3303"
"2016-09-01 00:00:00","c++","5151"
"2016-09-01 00:00:00","ruby","1928"
"2016-09-01 00:00:00","swift","4879"
"2016-10-01 00:00:00","php","12309"
"2016-10-01 00:00:00","assembly","397"
"2016-10-01 00:00:00","go","533"
"2016-10-01 00:00:00","c#","11473"
"2016-10-01 00:00:00","c++","5988"
"2016-10-01 00:00:00","delphi","268"
"2016-10-01 00:00:00","c","3217"
"2016-10-01 00:00:00","python","13521"
"2016-10-01 00:00:00","javascript","20468"
"2016-10-01 00:00:00","java","15364"
"2016-10-01 00:00:00","ruby","1822"
"2016-10-01 00:00:00","perl","411"
"2016-10-01 00:00:00","swift","4737"
"2016-10-01 00:00:00","r","3787"
"2016-11-01 00:00:00","c","3273"
"2016-11-01 00:00:00","c#","11668"
"2016-11-01 00:00:00","javascript","20540"
"2016-11-01 00:00:00","python","14206"
"2016-11-01 00:00:00","assembly","412"
"2016-11-01 00:00:00","delphi","273"
"2016-11-01 00:00:00","java","15678"
